X,Y,FID,objectid,type,feature_gp,feature_id,asset_id,site_code,site_name,plot_no,location,prim_meas,unit,xy_accurac,sym_code,sym_rot,modified,sculpture,artist,installed,photo_link,label,GlobalID
174.8377166,-41.18684056,130,0,P-Mon.&Memorial-Other,PMME, ,1323441,P1956,Grenada North Park and Play Area,7000343,"Rock beside the social centre with a plaque attached to it. "" To mark the 50th Jubilee of the Marist RLFC and in commemoration of deceased members. This stone was laid on 31st March 1997 by Trevor O'Dwyer Life Member.""",1,No., ,0,0,, , , , , ,{4CD1AA94-8AB9-4173-9CEA-F63041C263BD}
174.7906907,-41.30961888,131,0,P-Mon.&Memorial-Memorial,PMME, ,1301981,P0872,Hataitai Park,7000337,Memorial rock in 1/2 circle surrounded by 3 large rocks in the centre of the grass not far from the Badminton Hall. Plaque pink granite on the rock to the 19th NZ Infantry Battalion World War II.,1,No., ,0,0,, , , , , ,{7A5D881E-D40C-4839-BB49-A1AF13718287}
174.743376,-41.26518747,132,0,P-Sculpture,PSCU, ,1440105,P3135,Otari Farm Reserve,7000118,Historic fireplace along the skyline walkway between the cemetery link track and chartwell track,1,No., ,0,0,, , , , , ,{B2A69B84-2241-4E60-B801-19EDB92B4CD0}
174.7584652,-41.26754668,133,0,P-Sculpture,PSCU, ,1291828,P0549,Otari Wiltons Bush,7000256,"Carved Waharoa (gateway) at entrance to Otari from Main carpark, off Wilton Road - 3m wide and 3m tall",1,No., ,0,0,, , , , , ,{7007DF28-9F26-438F-A1A4-44745F81B164}
174.7568942,-41.26770282,134,0,P-Sculpture,PSCU, ,1291936,P0549,Otari Wiltons Bush,7000364,"Waharoa Tane Mahuta (gateway) - 1998.  At the west entrance to the canopy walkway, near cockayne lawn  - carved by Bryce Manu of Te Atiawa",1,No., ,0,0,, , , , , ,{25B95567-0A14-4B23-979F-2A3C8C0DAF11}
174.7942903,-41.29607166,135,0,P-Mon.&Memorial-Plaque,PMME, ,1386824,P0507,Mt Victoria Lookout / Byrd Memorial,7000139,Plaque on the floor of the Lookout at the base of the boulder Mt Victoria Summit.,1,No., ,0,0,, , , , , ,{E02DBDA7-8E3F-4628-9B03-EFD0DEA19E09}
174.7856509,-41.25128273,136,0,P-Mon.&Memorial-Memorial,PMME, ,1313606,P1623,Nairnville Park & Play Area,7000295,White stone sculpture in Nairnville Park play area. It is a millennium seat.,1,No., ,0,0,, , , , , ,{EF72718F-F8F8-4D1D-BA71-36373D05759A}
174.8282824,-41.16463307,137,0,P-Mon.&Memorial-Plaque,PMME,60403014,P181407000179.0,P1814,Grasslees Reserve,7000179,"Plaque inset into shrub garden wall - marble, 'Dr Brian Webb Memorial Rose Garden'.(words are fading)",1,No., ,0,0,, , , , , ,{B70026B3-6407-4F07-ACA8-38BD4D5A0417}
174.803887,-41.22201056,138,0,P-Mon.&Memorial-Plaque,PMME, ,1322832,P0493,Johnsonville Memorial Park & Play Area,7000135,"Marble plaque attached to the brick wall beside the main entrance gates, on the right as you face the gates.",1,No., ,0,0,, , , , , ,{65B3D0D2-3065-4422-B43B-0B707062FA7D}
174.8309705,-41.15708334,139,0,P-Mon.&Memorial-Plaque,PMME, ,1312140,P1869,Duncan Park & Play Area,7000185,"Plaque in the circle garden left side of the driveway entrance ""In memory of Grace Dawson 1896 - 1992""",1,No., ,0,0,, , , , , ,{AA23B3D2-2BA5-462E-AF2D-54538BF1DFF4}
174.7995579,-41.28859001,140,0,P-Mon.&Memorial-Plaque,PMME,20272016,P041007000293,P0410,Mt Victoria - Town Belt,7000293,"Memorial plaque - between 2 park benches on lower stone wall - "" This city is indebted to the gegerosity of the estate of the late GEORGE.H.CARTER by whose bequest these roadside gardens were made possible 1955""",1,No., ,0,0,, , , , , ,{7FBD9E6E-F10A-4D30-9A93-C2DC96D8AE7F}
174.7762611,-41.28202996,141,0,P-Sculpture,PSCU, ,1440319,P0308,Midland Park,7000204,"""Woman of Words"" Midland Park. Stainless steel figurine of Katherine Mansfield. On basalt plinth by Martin Goulden Builders 6-05-13. Lighting by Commercial Signals Limited. Unveiled by Mayor C. Wade Brown 08-05-13",1,No., ,0,0,, , , , , ,{A1DBCA36-D075-4211-A922-EC77EB2260F5}
174.7850505,-41.34177746,142,0,P-Sculpture,PSCU, ,1440933,P3326,Houghton Bay and Elsdon Point,7000136,"Large bronze ship propeller. Located at the Houghton Bay beach access from the carpark. From frigate F69, sunk in 2005.",1,No., ,0,0,, , , , , ,{2A8AFA8A-CC78-4D9D-B0FC-FB51D1FC0D99}
174.8373243,-41.3291355,143,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{7FAF84CE-C454-4A33-8B40-15C68B767976}
174.8373239,-41.32916143,144,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{88E1CF99-4F89-4B6B-B600-C24ABC6B41A6}
174.8374032,-41.32918526,145,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{5A6FF11B-E582-4AF1-8CD5-70F7392CC6C2}
174.8374,-41.32920917,146,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{9EC6C771-949B-4645-A145-3FF48F603C11}
174.8373515,-41.32925191,147,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{FF9E1A71-378B-4CBE-B729-937E11D0F06E}
174.8373184,-41.32925696,148,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{CC49E666-EC42-4CB1-9B7A-F12CA0C3A4C8}
174.8372771,-41.32920373,149,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{1E4BF01D-5AC3-4981-8508-966A39FB020A}
174.8372434,-41.3292092,150,0,P-Sculpture,PSCU, ,1441285,P3403,Oruaiti Reserve (Point Dorset),7000171,"Surrounding waka at Oruaiti Pa site, Large posts painted black with two red rings (Representative of Oarsmen for waka ) carved in near the tops",8,No., ,0,0,, , , , , ,{F4E062FB-18A1-4EF9-B144-A0BEE2A61A8C}
174.7707884,-41.34338134,151,0,P-Mon.&Memorial-Plaque,PMME, ,1391762,P0567,Shorland Park and Play Area,7000232,Plaque 2 of 5 attached to the outside of the band rotunda (wording under Geography),1,No., ,0,0,, , , , , ,{697FA253-C207-4EA6-9B9C-327ABA65D805}
174.770823,-41.34337866,152,0,P-Mon.&Memorial-Plaque,PMME, ,1391764,P0567,Shorland Park and Play Area,7000234,Plaque 4 of 5 attached to the outside of the band rotunda located under no 3  (wording under Geography),1,No., ,0,0,, , , , , ,{F1FC2196-89B1-4CDD-8AC2-87DBD9E6D1DF}
174.7708311,-41.34338104,153,0,P-Mon.&Memorial-Plaque,PMME, ,1391763,P0567,Shorland Park and Play Area,7000233,Plaque 3 of 5 attached to the outside of the band rotunda (wording under Geography),1,No., ,0,0,, , , , , ,{C0049A0E-C663-4802-A989-B5E425DE94EF}
174.7708577,-41.34340172,154,0,P-Mon.&Memorial-Plaque,PMME, ,1391765,P0567,Shorland Park and Play Area,7000235,Plaque 5 of 5 attached to the outside of the band rotunda   (wording under Geography),1,No., ,0,0,, , , , , ,{D3B0A513-3AC8-4E32-AE9B-14E4A487E5D1}
174.77086,-41.343431,155,0,P-Mon.&Memorial-Plaque,PMME, ,1391731,P0567,Shorland Park and Play Area,7000231,Plaque 1 of 5 attached to the outside of the band rotunda (wording under Geography),1,No., ,0,0,, , , , , ,{F3401662-9FDB-4AFE-B9A9-95D66DEA2F97}
174.7663735,-41.28157289,156,0,Memorials\Memorials,PMME,2,20002461,P0466,Botanical Gardens of Wellington,7000316,"""Centennial Sundial"" (1891 - 1991) at entrance to sound shell lawn south end.   Consists of bronze.  Origin/Provenance: Commissioned by the Royal Society of New Zealand and the Wellington Historical and Early Settlers Association, to commemorate 100",1,No., ,0,0,1899-12-30T00:00:00.000Z,Centennial Sundial,Peter Kundycki,1993, ,no,{70D8EBAF-C592-43E5-BB43-E79844DD54B5}
174.7699613,-41.2808496,157,0,Memorials\Memorials,PMME,3,20002353,P0466,Botanical Gardens of Wellington,7000179,"Peace Flame (1994) - Japanese pagoda with live flame inside, located in centre of pond.",1,No., ,0,0,1899-12-30T00:00:00.000Z,Peace Flame, ,1994, ,no,{BCED8478-9E0D-47CD-A3C1-FF304C43E0A3}
174.7670947,-41.28400035,158,0,Memorials\Memorials,PMME,4,20002670,P0466,Botanical Gardens of Wellington,7000572,"Outside Carter Observatory. ""Sundial of Human Involvement"" (1991) - commemorates arrival of John Plimmer in Wellington in 1841.  Artist: Charles Stone. Consists of Takaka granite, bronze, reinforced concrete and steel.  Origin/Provenance: Wellington",1,No., ,0,0,1899-12-30T00:00:00.000Z,Sundial of Human Involvement,Charles Stone,199, ,no,{FC67F517-2658-4E9A-B4AA-88A37A03E94C}
174.7785712,-41.29230648,159,0,P-Sculpture,PSCU,17,P094907000110.0,P0949,Te Aro Park,7000110,Canoe prow - tiled sculpture at apex of park.  Artist: Shona Davies.  Origin/Provenance: Commisioned 1988.,30,No., ,0,0,1899-12-30T00:00:00.000Z,Memorial Cairn, , , ,no,{FE0E5E16-E71C-4526-B372-937EEEBE9363}
174.7813383,-41.30064569,160,0,P-Mon.&Memorial-Memorial,PMME,53,1307304,P0461,Basin Reserve,7000100,"William Wakefield Memorial (1882) located outside the Basin Reserve on Dufferin St, opposite Paterson St.  Cast iron with concrete dome.  Origin/Provenance: Gifted to WCC by Mr Hunter of Bethune and Hunter in 1882.",1,No., ,0,0,1899-12-30T00:00:00.000Z,William Wakefield Memorial, ,1882, , ,{DDCEE835-71D0-4B29-BF6A-1B4F3EA02C48}
174.7773699,-41.28803099,161,0,Memorials\Memorials,PMME,57,20015803,R0656,Harris St,9900100,"Title/Year: Rabin Memorial (2000).  Consists of Granite and olive tree.   Comments: In memory of Yitzhak Rabin 1922-1995.  Prime Minister of Isreal 1974-1977, 1992-1995.  1994 Nobel Peace Prize.",1,No., ,0,0,1899-12-30T00:00:00.000Z,Rabin Memorial, ,2000, ,no,{6C849B9B-97B7-4BBF-B7C5-2C26B2AF1237}
174.7050679,-41.26913119,162,0,Memorials\Memorials,PMME,62,20016009,R0933,Makara Rd,7000104,"Makara Rd - on corner of Sth Makara rd).   Title/Year: War memorial.  Consists of Concrete, marble, iron.   Comments: Erected by the settlers of Makara in memory of the boys of this district who fell in the Great War 1914-1919.",1,No., ,0,0,1899-12-30T00:00:00.000Z,Makara War Memorial, ,1920, , ,{F654F4D1-439D-4C7F-BBE2-FCFD0CF049DE}
174.7607963,-41.29322684,163,0,Memorials\Memorials,PMME,0,20000468,P0195,Polhill Gully Rec Reserve & Town Belt,7000184,"Holloway Road, Raroa Road and Aro Street.   Title/Year: Mitchelltown War Memorial (1920).   Origin/Provenance: Presented by Mitchelltown Welcome Home Association and Friends.  Comments: Erected in memory of the Mitchelltown School and District who se",1,No., ,0,0,1899-12-30T00:00:00.000Z, Mitchelltown War Memorial, ,1920, ,no,{2C8D95DF-2B9D-4F94-A937-106D715B6F8B}
174.7936593,-41.29701841,164,0,Memorials\Memorials,PMME,14,20004264,P0507,Mt Victoria Lookout / Byrd Memorial,7000119,"Richard E. Byrd Memorial II (1993 replacement) - pyramidial structure with hand painted tiles,  4 brass plaques.  Artist: Doreen Blumhardt.  Orign/Provenance: Wellington City Council.",1,No., ,0,0,1899-12-30T00:00:00.000Z,Byrd Memorial, , , , ,{2C777AD4-96A3-4621-A2B1-2FE72329F514}
174.760842,-41.30541906,165,0,Memorials\Memorials,PMME,28,20008399,P1071,"Brooklyn War Memorial, Sugarloaf Hill",7000106,"Brooklyn War Memorial (1923).  Stone memorial to Victims of the Great War from Brooklyn, statue on top and marble plaques.  ""In honour of those who left the District to fight in the Great War 1914 - 1918"".",1,No., ,0,0,1899-12-30T00:00:00.000Z,Brooklyn War Memorial, ,1923, , ,{E9A4C6F4-371D-4341-816E-F7A277CE0AC6}
174.7981069,-41.29501054,166,0,Memorials\Memorials,PMME,29,20008412,P1072,Reservoir - Mt Victoria & Old Lookout,7000159,"Centennial memorial 1939 large stone slab supported by pillars, 2 bronze busts,  One head is of Wellington west side and the other head is Wakefield east side",1,No., ,0,0,1899-12-30T00:00:00.000Z,Centennial Memorial, ,1939, , ,{9F901DDB-C60F-496A-919B-5EB4147CCD6D}
174.7786629,-41.27892786,167,0,P-Sculpture,PSCU, ,1391878,R0226,Bunny St,7000141,"""Seismic""  consists of 4 discs of Italian marble, each 1.8 m in diameter. Each disc weighs 3.5 tonnes. Seismic interpreted the tension and drama of Wellington's long history of earthquakes.",4,No., ,0,0,, , , , , ,{BBDDA98A-8937-4961-A479-36372D2D55E5}
174.7791668,-41.29272369,168,0,Public_Art_Work\Sculptures, , ,1321132,R0386,Courtenay Pl,7000215,Courtenay Place (Centre of roadway between Tory to Taranaki Streets) - Punga Peke - New Life (2000).,0, , ,0,0,, , , , , ,{85159DF7-615F-4B86-B2ED-864D8084364A}
174.8284642,-41.16475987,169,0,P-Mon.&Memorial-Memorial,PMME,37,P181407000180.0,P1814,Grasslees Reserve,7000180,Memorial cairn between the camelia and rock garden. On the granite is engraved Elsdon Best . 2 plaques.,1,No., ,0,0,1899-12-30T00:00:00.000Z,Cairn to Elsdon Best, , , , ,{6E6A654E-F0D6-430F-AE5C-2A407EB4BCFE}
174.8038306,-41.22205964,170,0,P-Mon.&Memorial-Plaque,PMME, ,1311224,P0493,Johnsonville Memorial Park & Play Area,7000129,Plaque mounted on a Concrete and Brick base in the garden on the left side facing the main entrance gates from inside the park.,1,No., ,0,0,, , , , , ,{E33A9CCA-59FF-4725-96DA-EA9465C94206}
174.7901154,-41.21789987,171,0,P-Mon.&Memorial-Plaque,PMME, ,1333412,P2498,Old Coach Road Reserves,7000109,"Plaque in the large rock behind the park bench overlooking Makara and Ohariu valleys. See plaque description for text. Belongs with ""Ritchie"" M_Seat in front of it.",1,No., ,0,0,, , , , , ,{8787A194-94AC-402A-B7A2-AD189B469981}
174.7753693,-41.26643287,172,0,Memorials\Memorials, , ,1432019,P2369,Te Ahumairangi Hill,7000303,"'Landmark Memorial'. Sited on Te Ahumairangi Hill, at the end of the track from Weld Street. Concrete cylinder with stainless text inserted",0, , ,0,0,, , , , , ,{3B489CE3-B4F7-41DA-A08F-CEF27C1D34E7}
174.8281028,-41.16466687,173,0,P-Mon.&Memorial-Plaque,PMME, ,1402759,P1814,Grasslees Reserve,7000389,"Small plaque in front of rose in the rose garden ""Plunket Centenary Rose"".",1,No., ,0,0,, , , , , ,{16C9336F-103F-46DA-8E7A-D710C55C2ACC}
174.8284627,-41.18515366,174,0,P-Mon.&Memorial-Plaque,PMME,60561540,P182807000166.0,P1828,Willowbank Reserve & Play Area,7000166,"Memorial bronze plaque in pavers""Presented in Memory of the late Doris Mills Tawa Borough Councillor 1971-1986 Mayor 1986-87 donated by Lions Club of Tawa and Rotary Club Tawa May 1989""",1,No., ,0,0,, , , , , ,{05B0EEBC-0822-444B-963E-44CA14758BBA}
174.8106174,-41.2095393,175,0,P-Mon.&Memorial-Plaque,PMME, ,1297125,P1058,John Walker Park & Play Area,7000143,"Plaque under the sign at the Caesar entrance to the Park ""John Walker Park in the memory of John Dick Walker 1926-1981 Founder of Churton Park """,1,No., ,0,0,, , , , , ,{3EF746F6-4643-4CD4-83EF-EBEA78F29C54}
174.7708724,-41.34398871,176,0,P-Mon.&Memorial-Plaque, , ,1443472,P0567,Shorland Park and Play Area,7000302,"Plaque mounted in to large ornamental boulder ""Te Araroa -  The Long Pathway ....His Excellency the Rt Hon Sir Jerry Mataparae ...""",0, , ,0,0,, , , , , ,{1C943C57-E80B-494C-B2AE-46C70E8E92CD}
174.8345063,-41.3220645,177,0,Public_Art_Work\Sculptures, , ,1441585,P1208,Churchill Park and Play Area,7000901,"Concrete conical plinth with brass plaque 'Wahine Memorial' Commemorating 'Wahine Day' 10 April 1968. Unveilled by The Hon Fran Wilde, 10 April 1993.",0, , ,0,0,, , , , , ,{3AEB7E2A-E732-4A7A-80FC-2A524D7F067A}
174.7387367,-41.28813597,178,0,Public_Art_Work\Sculptures, , ,P047907000118.,P0479,Ben Burn Park & Play Area,7000118,Ornamental wooden poles (x3) at entranceway from Beauchamp Street.,0, , ,0,0,, , , , , ,{151675CA-88CC-4704-B2A4-C70B6B18613E}
174.7899715,-41.29005322,179,0,Public_Art_Work\Sculptures, , ,1350015, ,Freyberg Pool & Beach Play Area,7000170,Writers Walk - Fiona Kidman,0, , ,0,0,, , , , , ,{D26CD7FC-DEDF-4E60-89C6-75D987BDFCD4}
174.7794988,-41.27144564,180,0,Memorials\Memorials, , ,20008076,P1040,"Katherine Mansfield Pk, 89 Hobson St",7000187,Memorial stone with a plaque in the garden near the Lady Mackenzie Blind garden ' This is the site of Fitzherbert Terrace School founded in 1878. In 1920 it became the Samuel Marsden Collegiate school and in 1926 moved to Karori.,0, , ,0,0,, , , , , ,{0F52F437-435D-47B5-B8F8-0438EC5AEEB4}
174.7793538,-41.27143085,181,0,Public_Art_Work\Sculptures, , ,1401984,P1040,"Katherine Mansfield Pk, 89 Hobson St",7000226,Sakai Cherry Walk  - Feature rock on the hill along a gravel path,0, , ,0,0,, , , , , ,{CA734C09-3691-43DF-8828-E529803533C7}
174.7796388,-41.27131071,182,0,Public_Art_Work\Sculptures, , ,1402145,P1040,"Katherine Mansfield Pk, 89 Hobson St",7000258,Oamaru stone seat 'Stone Leaf' in the Lady MacKenzie Blind Garden by the rose garden. Plaque by the seat ' Stone Leaf by AAron Frater 2007  Kindly donated by Della Laura',0, , ,0,0,, , , , , ,{A33738BA-8088-407F-8C06-A35FA5D236E4}
174.7782105,-41.29212165,183,0,Memorials\Memorials, , ,1332601,P0949,Te Aro Park,7000151, On the top are carved words painted white ' Close to this spot at the Te Aro pa on Sunday 9th June 1839 a christian service with the Maoris was conducted by Reverand S.H. Bumby and Reverand J.Hob,0, , ,0,0,, , , , , ,{F3B1FB91-1503-4410-8DDC-93D3967088E5}
174.7806888,-41.25933533,184,0,Public_Art_Work\Sculptures, , ,20014718,P3049,O'Neil Reserve,7000103,"At the low end of track in clearing over looking Ngaio Gorge, large tripod structure with concret base an 3 memorial plaques, band of mirrors and coloured glass half way up.",0, , ,0,0,, , , , , ,{9D1231E1-2696-4548-975C-84D2EC604459}
174.7773944,-41.29018086,185,0,Public_Art_Work\Sculptures, , ,20015614,R0401,Cuba St,7000166,"""Philanthropists Stone"" Lower Cuba St on western side.",0, , ,0,0,, , , , , ,{3980580B-1FBA-4104-8170-8945A87F854B}
174.802361,-41.22505975,186,0,P-Mon.&Memorial-Plaque, , ,1443619,P0495,Alex Moore Park,7000284,Plaque commemorating the redevelopment of the sportsfield and park. Located at the top of the concrete terraces to the east.,0, , ,0,0,, , , , , ,{0B4E304E-39F6-495A-B6A9-7629FBA2ECF6}
174.7746709,-41.34443124,187,0,Public_Art_Work\Sculptures, , ,20007993,P1014,Island Bay Foreshore,7000163,"3 ""Sculpted"" Posts at the entrance area to the Bait House",0, , ,0,0,, , , , , ,{6E7CB752-C58A-4307-9DED-11C1300F6F0E}
174.7253814,-41.28668816,188,0,P-Mon.&Memorial-Plaque, , ,1306731,P0552,Karori Park And Play Area,7000310,"Plaque on the curved brick fence by the play area.""The Karori Park Playground was opened by her worship the Mayor of Wellington Kerry Prendergast on the 4th June 2002. A WCC community facility supported by the Rotary Club of Karori.""",0, , ,0,0,, , , , , ,{738DC056-C193-470F-8A5D-5BC2E129CBFD}
174.7773245,-41.27904121,189,0,P-Sculpture, , ,20389275, ,The Cenotaph - War Memorial Reserve,0,"Sculpture - ""Walk the Line"" sound and jade sculpture in ground at Cenotaph
(Not yet handed over to WCC)",0, , ,0,0,, , , , , ,{5A40445D-6716-43B4-ADB3-545C7D5F2EB9}
174.8164901,-41.31585504,190,0, , , ,20389554, ,Wellington\Miramar\Park Rd,0,"Sculpture - Gandalf outside The Roxy Cinema on Park Rd, Miramar. Installed July 2013, long term loan from Weta.",0, , ,0,0,, , , , , ,{786D7492-0508-4E87-8F6D-EE2F8B42746D}
174.7758163,-41.28579178,191,0,P-Sculpture,PMME,67,1314516,R1208,Plimmers Steps,7000113,"John Plimmer and dog Fritz (1996) bronze statue.  John Plimmer (1812-1905) known as the ""Father of Wellington"" because he was active in many facets of Wellington's commercial and political life.  Artist: Tom Tischler / Ross Wilson and Judy Alexander.",1,No., ,0,0,2006-08-07T00:00:00.000Z,John Plimmer,Tom Tischler/Ross Wilson/Judy,1996, ,no,{45880D5E-C3AB-412C-8F85-484B46818359}
174.7789245,-41.28799869,192,0,P-Sculpture,PSCU,AM9-130,20013029,P1978,Frank Kitts Park Precinct,9900109,"Frank Kitts Park.   Title/Year: Albatross, sculpture/fountain ® 1980-1986. Artist: Tanya Ashken. Consists of Painted concrete. Gifted 1986 by Wellington Sculpture Trust, WCC donated $20,000 towards Sculpture Trust's Appeal.  Comments: A project of t",1,No., ,0,0,1899-12-30T00:00:00.000Z,Albatross,Tanya Ashken,1986, ,no,{4FC576B2-2892-4A74-A27F-9BCD0E60DF3A}
174.7779545,-41.27865839,193,0,P-Mon.&Memorial-Other,PMME,12,20394768,P0485,Waititi Landing,7000110,"Pou Whenua on the south side of the boardwalk Wai-titi Landing, corner Lambton Quay and Molesworth St",1,No., ,0,0,1899-12-30T00:00:00.000Z,Pou Whenua,Ra Vincent,2005, ,no,{EC90747E-B462-4317-BA8F-8DF07A50ECDE}
174.7941005,-41.29628446,194,0,P-Mon.&Memorial-Other,PMME, ,20394769,P0507,Mt Victoria Lookout / Byrd Memorial,7000206,Red pou whenua located on the summit is the marker for the Maori Heritage trail (the path of our ancestors) on the way to the lookout,1,No., ,0,0,,Pouwhenua, , , , ,{90D48F7C-EFCD-4E17-B50E-AE3A2A390989}
174.8354085,-41.32297,195,0,P-Mon.&Memorial-Other,PMME, ,20394734,P1208,Churchill Park and Play Area,7000187,Red pou whenua pole - Marori Heritage Trail Marker at the Hector St entrance,1,No., ,0,0,, , , , , ,{E6AD5ADC-4BFD-4142-ADDF-9F3C268EC86A}
174.7597692,-41.34324443,196,0,P-Mon.&Memorial-Other,PMME, ,20394770,P2022,Owhiro Bay Play Area,7000117,Red pou whenua pole - Maori heritage trail marker inside the play area.,1,No., ,0,0,, , , , , ,{26E5C153-43A2-4AA2-907F-15E82AB181FE}
174.7838123,-41.29413388,197,0,P-Mon.&Memorial-Other,PMME, ,20394822,P1371,Kent/Cambridge Terrace Reserve,7000247,Red pou whenua opposite the Embassy Theatre Kent/ Cambridge Terrace,1,No., ,0,0,, , , , , ,{8318AD3F-173C-4E2A-A905-E03D8461F35D}
174.8374565,-41.32928269,198,0,P-Mon.&Memorial-Other,PMME, ,20394772,R0956,Oruaiti Reserve (Point Dorset),7000126,"Red pou whenua Maori Heritage Trail marker, up the top of Point Dorset.",1,No., ,0,0,, , , , , ,{00F15E1A-74D4-4FD0-A935-5F113BD1893C}
174.7719935,-41.34348494,199,0,P-Mon.&Memorial-Other,PMME, ,20394834,P0567,Shorland Park and Play Area,7000175,Red Pou Whenua - Corner of Reef Street in the sand dunes at Shorland Park -  Te Mupunga Kainga red pou whenua pole Maori Heritage Trail marker,1,No., ,0,0,, , , , , ,{3A0C99EF-5281-4BF1-B8F1-AFC5E5E8F2C2}
174.7760918,-41.34134295,200,0,P-Mon.&Memorial-Other,PMME, ,20394827,P0619,Melbourne Rd Reserve,7000104,Red Pou Whenua - Halfway up path from Melbourne Rd to Orchy Cres red pou whenua pole for Maori Heritage Trail.,1,No., ,0,0,, , , , , ,{BA66FAD3-0640-4B0A-A698-8DFA0DE076ED}
174.7779822,-41.27864079,201,0,P-Mon.&Memorial-Other,PMME, ,20394767,P0485,Waititi Landing,7000111,"Pou Whenua on the north side of the boardwalk Wai-titi Landing, corner Lambton Quay and Molesworth St",1,No., ,0,0,, , , , , ,{88FCF5CD-3950-4056-A1D5-97FFF80E7372}
174.7583226,-41.26698599,202,0,Memorials\Memorials,PSCU, ,20005571,P0549,Otari Wiltons Bush,7000800,"Three pou (posts) arranged in a circle, in the tree-fern garden. Sourced from the waharoa, carved by Bryce Manu of Taranaki.",3,No., ,0,0,, , , , , ,{D74BCB75-6C55-4E08-820B-014CF7C8A321}
174.7794644,-41.27155885,203,0, , , , ,P1040,"Katherine Mansfield Pk, 89 Hobson St",7000222, ,0, , ,0,0,, , , , , ,{5A3918BA-69D8-4B96-B03E-9D432635C73E}
174.7754906,-41.28004365,204,0, , , ,20389278, ,"Accessway - The Terrace/Masons Lane, 39",0,Video Sculpture - Art Installation half way up the steps of Masons Lane,0, , ,0,0,, , , , , ,{6A4BB8FD-9F57-4780-BE40-8964EF6D2E90}
174.7791873,-41.28726017,205,0, , , ,20020516, ,Frank Kitts Park Precinct,0,Wahine Mast,0, , ,0,0,, , , , , ,{CDACC4DA-7DFB-4FBF-B432-22639D0A2530}
174.7861606,-41.29115074,206,0, , , ,20390251, ,Waitangi Precinct,0,Boat Harbour Park - Sundial with plaque in centre of grass.,0, , ,0,0,, , , , , ,{6D278C3B-28C5-42CA-9743-6FD425531C74}
174.786577,-41.29165703,207,0,Memorials\Memorials, , ,20016248, ,Mt Victoria\Oriental Pde,0,"Te Waka Pou. Corner of Oriental Parade & Herd Street. Artist: Ra Vincent, 2007. The base of the sculpture consists of andesite, volcanic rock from Taranaki and 2 vertical carved totara beams with bronze work between sitting atop of the rock.",0, , ,0,0,, , , , , ,{84FB2CBD-BC0E-4E8A-AE70-7EAD76067127}
174.7823426,-41.28959094,208,0, , , ,20018736, ,Taranaki Street Wharf Precinct,0,Wellington Waterfront Te Papa Pond Writers Walk James K Baxter,0, , ,0,0,, , , , , ,{C94386B3-6B88-437B-AEC6-140F7B01EBDE}
174.7787788,-41.28902556,209,0, , , ,20018742, ,Taranaki Street Wharf Precinct,0,Wellington Waterfront Writers Walk Patrick Lawlor (seriously damaged),0, , ,0,0,, , , , , ,{733060F5-BEE3-491D-B87C-9E35B7B629D6}
174.7809232,-41.28983378,210,0, , , ,20018748, ,Taranaki Street Wharf Precinct,0,Wellington Waterfront Taranaki Street Wharf Cut Out Writers Walk Alistair Te Ariki Campbell,0, , ,0,0,, , , , , ,{BEA0E471-43FC-439D-8676-C550894CCACA}
174.7804947,-41.28975483,211,0, , , ,20018746, ,Taranaki Street Wharf Precinct,0,Wellington Waterfront Taranaki Street Wharf by Linkspan Building Writers Walk Sam Hunt,0, , ,0,0,, , , , , ,{B3F237A6-AB37-4E71-A052-655BB2030CBE}
